index,Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Season,Sales,Sales_by_LineItem
393,10641,HILAA,4,2013-08-22,2013-09-19,2013-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Summer,2054.0,"[950.0, 1104.0]"
394,10642,SIMOB,7,2013-08-22,2013-09-19,2013-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Summer,696.0,"[240.0, 456.0]"
395,10643,ALFKI,6,2013-08-25,2013-09-22,2013-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,Summer,814.5,"[513.0, 283.5, 18.0]"
396,10644,WELLI,3,2013-08-25,2013-09-22,2013-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,Summer,1371.8,"[225.0, 920.0, 226.8]"
397,10645,HANAR,4,2013-08-26,2013-09-23,2013-09-02,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,Summer,1535.0,"[1250.0, 285.0]"
398,10646,HUNGO,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Summer,1446.0,"[202.5, 418.5, 483.75, 341.25]"
399,10647,QUEDE,4,2013-08-27,2013-09-10,2013-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Summer,636.0,"[276.0, 360.0]"
400,10648,RICAR,5,2013-08-28,2013-10-09,2013-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Summer,372.38,"[315.0, 57.38]"
401,10649,MAISD,5,2013-08-28,2013-09-25,2013-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,Summer,1434.0,"[912.0, 522.0]"
402,10650,FAMIA,5,2013-08-29,2013-09-26,2013-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Summer,1779.2,"[776.7, 779.0, 223.5]"
403,10651,WANDK,8,2013-09-01,2013-09-29,2013-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Summer,397.8,"[82.8, 315.0]"
404,10652,GOURL,4,2013-09-01,2013-09-29,2013-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Summer,318.84,"[38.84, 280.0]"
405,10653,FRANK,1,2013-09-02,2013-09-30,2013-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Summer,1083.15,"[471.15, 612.0]"
406,10654,BERGS,5,2013-09-02,2013-09-30,2013-09-11,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Summer,601.83,"[237.6, 324.0, 40.23]"
407,10655,REGGC,1,2013-09-03,2013-10-01,2013-09-11,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Summer,154.4,[154.4]
408,10656,GREAL,6,2013-09-04,2013-10-02,2013-09-10,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Summer,604.22,"[62.78, 490.14, 51.3]"
409,10657,SAVEA,2,2013-09-04,2013-10-02,2013-09-15,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Summer,4371.6,"[775.0, 231.6, 540.0, 95.0, 1710.0, 1020.0]"
410,10658,QUICK,4,2013-09-05,2013-10-03,2013-09-08,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Summer,4464.6,"[600.0, 1223.6, 1776.5, 864.5]"
411,10659,QUEE,7,2013-09-05,2013-10-03,2013-09-10,2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Summer,1227.02,"[237.5, 419.52, 570.0]"
412,10660,HUNGC,8,2013-09-08,2013-10-06,2013-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,Summer,1701.0,[1701.0]
413,10661,HUNGO,7,2013-09-09,2013-10-07,2013-09-15,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Summer,562.6,"[43.2, 519.4]"
414,10662,LONEP,3,2013-09-09,2013-10-07,2013-09-18,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,Summer,125.0,[125.0]
415,10663,BONAP,2,2013-09-10,2013-09-24,2013-10-03,2,113.15,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Summer,1930.4,"[524.4, 399.0, 1007.0]"
416,10664,FURIB,1,2013-09-10,2013-10-08,2013-09-19,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Summer,1288.39,"[632.4, 387.6, 268.39]"
417,10665,LONEP,1,2013-09-11,2013-10-09,2013-09-17,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,Summer,1295.0,"[1060.0, 55.0, 180.0]"
418,10666,RICSU,7,2013-09-12,2013-10-10,2013-09-22,2,232.42,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Summer,4666.94,"[4456.44, 210.5]"
419,10667,ERNSH,7,2013-09-12,2013-10-10,2013-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Summer,1536.8,"[1296.0, 240.8]"
420,10668,WANDK,1,2013-09-15,2013-10-13,2013-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Summer,625.28,"[90.0, 86.4, 448.88]"
421,10669,SIMOB,2,2013-09-15,2013-10-13,2013-09-22,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Summer,570.0,[570.0]
422,10670,FRANK,4,2013-09-16,2013-10-14,2013-09-18,1,203.48,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Summer,2301.75,"[288.0, 720.0, 350.0, 750.0, 193.75]"
423,10671,FRANR,1,2013-09-17,2013-10-15,2013-09-24,1,30.34,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,Summer,920.1,"[174.5, 493.0, 252.6]"
424,10672,BERGS,9,2013-09-17,2013-10-01,2013-09-26,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Summer,3815.25,"[3557.25, 258.0]"
425,10673,WILMK,2,2013-09-18,2013-10-16,2013-09-19,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,Summer,412.35,"[52.35, 84.0, 276.0]"
426,10674,ISLAT,4,2013-09-18,2013-10-16,2013-09-30,2,0.9,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,Summer,45.0,[45.0]
427,10675,FRANK,5,2013-09-19,2013-10-17,2013-09-23,2,31.85,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Summer,1423.0,"[697.5, 328.0, 397.5]"
428,10676,TORTU,2,2013-09-22,2013-10-20,2013-09-29,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,Summer,534.85,"[62.0, 64.4, 408.45]"
429,10677,ANTO,1,2013-09-22,2013-10-20,2013-09-26,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Summer,813.36,"[796.36, 17.0]"
430,10678,SAVEA,7,2013-09-23,2013-10-21,2013-10-16,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,5256.5,"[3800.0, 75.0, 1158.0, 223.5]"
431,10679,BLONP,8,2013-09-23,2013-10-21,2013-09-30,3,27.94,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Fall,660.0,[660.0]
432,10680,OLDWO,1,2013-09-24,2013-10-22,2013-09-26,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,Fall,1261.88,"[654.38, 187.5, 420.0]"
433,10681,GREAL,3,2013-09-25,2013-10-23,2013-09-30,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Fall,1287.4,"[248.4, 108.0, 931.0]"
434,10682,ANTO,3,2013-09-25,2013-10-23,2013-10-01,2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Fall,375.5,"[75.0, 68.0, 232.5]"
435,10683,DUMO,2,2013-09-26,2013-10-24,2013-10-01,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,Fall,63.0,[63.0]
436,10684,OTTIK,3,2013-09-26,2013-10-24,2013-09-30,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Fall,1768.0,"[368.0, 380.0, 1020.0]"
437,10685,GOURL,4,2013-09-29,2013-10-13,2013-10-03,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Fall,801.1,"[620.0, 38.6, 142.5]"
438,10686,PICCO,2,2013-09-30,2013-10-28,2013-10-08,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Fall,1404.45,"[936.0, 468.45]"
439,10687,HUNGO,9,2013-09-30,2013-10-28,2013-10-30,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Fall,4960.9,"[3637.5, 1237.9, 85.5]"
440,10688,VAFFE,4,2013-10-01,2013-10-15,2013-10-07,2,299.09,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Fall,3160.6,"[502.2, 2462.4, 196.0]"
441,10689,BERGS,1,2013-10-01,2013-10-29,2013-10-07,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Fall,472.5,[472.5]
442,10690,HANAR,1,2013-10-02,2013-10-30,2013-10-03,1,15.8,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,Fall,862.5,"[570.0, 292.5]"
443,10691,QUICK,2,2013-10-03,2013-11-14,2013-10-22,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Fall,10164.8,"[540.0, 4951.6, 1840.0, 466.8, 2366.4]"
444,10692,ALFKI,4,2013-10-03,2013-10-31,2013-10-13,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,Fall,878.0,[878.0]
445,10693,WHITC,3,2013-10-06,2013-10-20,2013-10-10,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Fall,2071.2,"[582.0, 379.95, 918.0, 191.25]"
446,10694,QUICK,8,2013-10-06,2013-11-03,2013-10-09,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Fall,4825.0,"[2700.0, 1375.0, 750.0]"
447,10695,WILMK,7,2013-10-07,2013-11-18,2013-10-14,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,Fall,642.0,"[400.0, 152.0, 90.0]"
448,10696,WHITC,8,2013-10-08,2013-11-19,2013-10-14,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Fall,996.0,"[780.0, 216.0]"
449,10697,LINOD,3,2013-10-08,2013-11-05,2013-10-14,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Fall,805.42,"[48.3, 121.5, 298.12, 337.5]"
450,10698,ERNSH,4,2013-10-09,2013-11-06,2013-10-17,1,272.47,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Fall,3436.45,"[315.0, 296.4, 1411.21, 1299.84, 114.0]"
451,10699,MORGK,3,2013-10-09,2013-11-06,2013-10-13,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,Fall,114.0,[114.0]
452,10700,SAVEA,3,2013-10-10,2013-11-07,2013-10-16,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,1638.4,"[72.0, 134.4, 400.0, 1032.0]"
453,10701,HUNGO,6,2013-10-13,2013-10-27,2013-10-15,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Fall,2864.5,"[1963.5, 365.5, 535.5]"
454,10702,ALFKI,4,2013-10-13,2013-11-24,2013-10-21,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,Fall,330.0,"[60.0, 270.0]"
455,10703,FOLKO,6,2013-10-14,2013-11-11,2013-10-20,2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Fall,2545.0,"[95.0, 1925.0, 525.0]"
456,10704,QUEE,6,2013-10-14,2013-11-11,2013-11-07,1,4.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Fall,595.5,"[132.0, 157.5, 306.0]"
457,10705,HILAA,9,2013-10-15,2013-11-12,2013-11-18,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Fall,378.0,"[250.0, 128.0]"
458,10706,OLDWO,8,2013-10-16,2013-11-13,2013-10-21,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,Fall,1893.0,"[349.0, 1104.0, 440.0]"
459,10707,AROUT,4,2013-10-16,2013-10-30,2013-10-23,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Fall,1641.0,"[504.0, 780.0, 357.0]"
460,10708,THEBI,6,2013-10-17,2013-11-28,2013-11-05,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,Fall,180.4,"[85.4, 95.0]"
461,10709,GOURL,1,2013-10-17,2013-11-14,2013-11-20,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Fall,3424.0,"[1600.0, 1484.0, 340.0]"
462,10710,FRANS,1,2013-10-20,2013-11-17,2013-10-23,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,Fall,93.5,"[46.0, 47.5]"
463,10711,SAVEA,5,2013-10-21,2013-12-02,2013-10-29,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,4451.7,"[110.4, 405.3, 3936.0]"
464,10712,HUNGO,3,2013-10-21,2013-11-18,2013-10-31,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Fall,1233.48,"[93.48, 1140.0]"
465,10713,SAVEA,1,2013-10-22,2013-11-19,2013-10-24,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,2827.9,"[558.0, 936.9, 1045.0, 288.0]"
466,10714,SAVEA,5,2013-10-22,2013-11-19,2013-10-27,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,2205.75,"[427.5, 789.75, 356.25, 513.0, 119.25]"
467,10715,BONAP,3,2013-10-23,2013-11-06,2013-10-29,1,63.2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Fall,1296.0,"[651.0, 645.0]"
468,10716,RANCH,4,2013-10-24,2013-11-21,2013-10-27,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,Fall,706.0,"[50.0, 371.0, 285.0]"
469,10717,FRANK,1,2013-10-24,2013-11-21,2013-10-29,2,59.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Fall,1270.75,"[304.0, 111.75, 855.0]"
470,10718,KOENE,1,2013-10-27,2013-11-24,2013-10-29,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Fall,3463.0,"[1368.0, 349.0, 760.0, 986.0]"
471,10719,LETSS,8,2013-10-27,2013-11-24,2013-11-05,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,Fall,844.25,"[562.5, 58.25, 223.5]"
472,10720,QUEDE,8,2013-10-28,2013-11-11,2013-11-05,2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Fall,550.0,"[378.0, 172.0]"
473,10721,QUICK,5,2013-10-29,2013-11-26,2013-10-31,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Fall,923.88,[923.88]
474,10722,SAVEA,8,2013-10-29,2013-12-10,2013-11-04,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,1570.0,"[57.0, 625.0, 562.5, 325.5]"
475,10723,WHITC,3,2013-10-30,2013-11-27,2013-11-25,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Fall,468.45,[468.45]
476,10724,MEREP,8,2013-10-30,2013-12-11,2013-11-05,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Fall,638.5,"[496.0, 142.5]"
477,10725,FAMIA,4,2013-10-31,2013-11-28,2013-11-05,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Fall,287.8,"[115.8, 28.0, 144.0]"
478,10726,EASTC,4,2013-11-03,2013-11-17,2013-12-05,1,16.56,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,Fall,655.0,"[550.0, 105.0]"
479,10727,REGGC,2,2013-11-03,2013-12-01,2013-12-05,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Fall,1624.5,"[741.0, 361.0, 522.5]"
480,10728,QUEE,4,2013-11-04,2013-12-02,2013-11-11,2,58.33,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Fall,1296.75,"[388.35, 110.4, 288.0, 510.0]"
481,10729,LINOD,8,2013-11-04,2013-12-16,2013-11-14,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Fall,1850.0,"[900.0, 300.0, 650.0]"
482,10730,BONAP,5,2013-11-05,2013-12-03,2013-11-14,1,20.12,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Fall,484.26,"[248.66, 35.62, 199.98]"
483,10731,CHOPS,7,2013-11-06,2013-12-04,2013-11-14,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,Fall,1890.5,"[380.0, 1510.5]"
484,10732,BONAP,3,2013-11-06,2013-12-04,2013-11-07,1,16.97,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Fall,360.0,[360.0]
485,10733,BERGS,1,2013-11-07,2013-12-05,2013-11-10,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Fall,1459.0,"[372.0, 912.0, 175.0]"
486,10734,GOURL,2,2013-11-07,2013-12-05,2013-11-12,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,Fall,1498.35,"[750.0, 388.35, 360.0]"
487,10735,LETSS,6,2013-11-10,2013-12-08,2013-11-21,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,Fall,536.4,"[513.0, 23.4]"
488,10736,HUNGO,9,2013-11-11,2013-12-09,2013-11-21,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Fall,997.0,"[842.0, 155.0]"
489,10737,VINET,2,2013-11-11,2013-12-09,2013-11-18,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,Fall,139.8,"[24.0, 115.8]"
490,10738,SPECD,2,2013-11-12,2013-12-10,2013-11-18,1,2.91,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,Fall,52.35,[52.35]
491,10739,VINET,3,2013-11-12,2013-12-10,2013-11-17,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,Fall,240.0,"[114.0, 126.0]"
492,10740,WHITC,4,2013-11-13,2013-12-11,2013-11-25,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Fall,1416.0,"[182.4, 504.0, 304.0, 425.6]"
493,10741,AROUT,4,2013-11-14,2013-11-28,2013-11-18,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Fall,228.0,[228.0]
494,10742,BOTTM,3,2013-11-14,2013-12-12,2013-11-18,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,Fall,3118.0,"[200.0, 1700.0, 1218.0]"
495,10743,AROUT,1,2013-11-17,2013-12-15,2013-11-21,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Fall,319.2,[319.2]
496,10744,VAFFE,6,2013-11-17,2013-12-15,2013-11-24,1,69.19,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Fall,736.0,[736.0]
497,10745,QUICK,9,2013-11-18,2013-12-16,2013-11-27,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Fall,4529.8,"[1500.0, 311.2, 2475.0, 243.6]"
498,10746,CHOPS,1,2013-11-19,2013-12-17,2013-11-21,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,Fall,2311.7,"[36.0, 392.0, 443.7, 1440.0]"
499,10747,PICCO,6,2013-11-19,2013-12-17,2013-11-26,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Fall,1912.85,"[100.0, 337.75, 395.1, 1080.0]"
500,10748,SAVEA,3,2013-11-20,2013-12-18,2013-11-28,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,2196.0,"[396.0, 736.0, 1064.0]"
501,10749,ISLAT,4,2013-11-20,2013-12-18,2013-12-19,2,61.53,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,Fall,1080.0,"[570.0, 330.0, 180.0]"
502,10750,WARTH,9,2013-11-21,2013-12-19,2013-11-24,1,79.3,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Fall,1590.56,"[98.81, 323.0, 1168.75]"
503,10751,RICSU,3,2013-11-24,2013-12-22,2013-12-03,3,130.79,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Fall,1631.48,"[337.28, 776.7, 292.5, 225.0]"
504,10752,NORTS,2,2013-11-24,2013-12-22,2013-11-28,3,1.39,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,Fall,252.0,"[144.0, 108.0]"
505,10753,FRANS,3,2013-11-25,2013-12-23,2013-11-27,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,Fall,88.0,"[38.0, 50.0]"
506,10754,MAGAA,6,2013-11-25,2013-12-23,2013-11-27,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,Fall,55.2,[55.2]
507,10755,BONAP,4,2013-11-26,2013-12-24,2013-11-28,2,16.71,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Fall,1948.5,"[213.75, 855.0, 204.75, 675.0]"
508,10756,SPLIR,8,2013-11-27,2013-12-25,2013-12-02,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,Fall,1990.0,"[1050.0, 304.0, 60.0, 576.0]"
509,10757,SAVEA,6,2013-11-27,2013-12-25,2013-12-15,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Fall,3082.0,"[420.0, 385.0, 1479.0, 798.0]"
510,10758,RICSU,3,2013-11-28,2013-12-26,2013-12-04,3,138.17,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Fall,1644.6,"[624.6, 420.0, 600.0]"
511,10759,ANATR,3,2013-11-28,2013-12-26,2013-12-12,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,Fall,320.0,[320.0]
512,10760,MAISD,4,2013-12-01,2013-12-29,2013-12-10,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,Fall,2917.0,"[126.0, 1756.0, 1035.0]"
513,10761,RATTC,5,2013-12-02,2013-12-30,2013-12-08,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Fall,507.0,"[367.5, 139.5]"
514,10762,FOLKO,3,2013-12-02,2013-12-30,2013-12-09,1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Fall,4337.0,"[288.0, 285.0, 1484.0, 2280.0]"
515,10763,FOLIG,3,2013-12-03,2013-12-31,2013-12-08,3,37.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,Fall,616.0,"[400.0, 126.0, 90.0]"
516,10764,ERNSH,6,2013-12-03,2013-12-31,2013-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Fall,2286.0,"[180.0, 2106.0]"
517,10765,QUICK,3,2013-12-04,2014-01-01,2013-12-09,3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Fall,1515.6,[1515.6]
518,10766,OTTIK,4,2013-12-05,2014-01-02,2013-12-09,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Fall,2310.0,"[760.0, 1050.0, 500.0]"
519,10767,SUPRD,4,2013-12-05,2014-01-02,2013-12-15,3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,Fall,28.0,[28.0]
520,10768,AROUT,3,2013-12-08,2014-01-05,2013-12-15,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Fall,1477.0,"[84.0, 625.0, 510.0, 258.0]"
521,10769,VAFFE,3,2013-12-08,2014-01-05,2013-12-12,1,65.06,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Fall,1684.27,"[275.02, 99.75, 570.0, 739.5]"
522,10770,HANAR,8,2013-12-09,2014-01-06,2013-12-17,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,Fall,236.25,[236.25]
523,10771,ERNSH,9,2013-12-10,2014-01-07,2014-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Fall,344.0,[344.0]
524,10772,LEHMS,3,2013-12-10,2014-01-07,2013-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Fall,3603.22,"[2228.22, 1375.0]"
525,10773,ERNSH,1,2013-12-11,2014-01-08,2013-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Fall,2030.4,"[1287.0, 700.0, 43.4]"
